tick buy_price sell_price demand
17 27.0 55.0 0.9468273650387409
18 33.0 67.0 1.8047087520841731
19 24.0 48.0 1.183334997267655
20 45.0 91.0 3.5250960108909224
21 33.0 67.0 2.7817176541787245
22 22.0 45.0 2.092404158924986
23 22.0 45.0 2.492267966139492
24 14.0 28.0 1.9346298006374976
25 8.0 16.0 1.6195164529893387
26 5.0 10.0 0.4612122715781106
27 11.0 23.0 2.4463578481866675
28 5.0 10.0 0.7134060600064998
29 7.0 14.0 2.1639429346642167
30 7.0 14.0 2.2033594732557873
31 10.0 20.0 2.4746607870283954
32 5.0 10.0 1.7279648214653673
33 5.0 10.0 0.04356202460249636
34 20.0 40.0 3.0573461397041397
35 12.0 25.0 2.06337384667326
36 33.0 67.0 3.89020709859548
37 19.0 39.0 2.197556991514017
38 10.0 21.0 0.8939740566001111
39 27.0 54.0 2.1392107791086543
40 29.0 59.0 2.623400802087861
42 47.0 95.0 2.7618921316389873
43 43.0 86.0 1.8048684508109618
44 37.0 75.0 0.753700741700263
45 45.0 90.0 1.040335517692219
46 46.0 92.0 1.1350807112051098
47 61.0 123.0 2.670353064743698
48 69.0 139.0 3.461325269585
49 60.0 121.0 2.550724011556417
50 48.0 97.0 1.390033482397462
51 42.0 85.0 1.0014558039258086
52 61.0 122.0 3.063022187038764
53 59.0 119.0 3.166358037142774
54 50.0 100.0 2.409999045863832
55 35.0 71.0 1.2297051322425518
56 21.0 43.0 0.03159647389105125
57 35.0 71.0 1.671922308669264
58 24.0 49.0 0.758852217474371
59 21.0 43.0 0.731971576285969
0 26.0 52.0 1.3737096789380074
1 6.0 13.0 0.0
2 21.0 43.0 0.9461685906634931
3 18.0 36.0 0.5560283056454342
4 18.0 37.0 0.6101973679208486
5 13.0 27.0 0.1273722316908702
6 32.0 64.0 1.983652411689302
7 18.0 36.0 0.5839787538306741
8 5.0 11.0 0.0
9 14.0 29.0 0.24727817108890093
10 17.0 35.0 0.5448151438285026
11 16.0 32.0 0.1775907131089262
12 15.0 30.0 0.0
38 36.0 73.0 3.495482600600991
39 26.0 53.0 2.0897605547045965
40 44.0 89.0 3.413491116284784
41 37.0 75.0 2.277983382834914
42 41.0 83.0 2.1615632815139785
43 31.0 63.0 0.6504715805679893
44 57.0 115.0 2.7886150434546804
45 67.0 134.0 3.212501550547387
46 60.0 121.0 2.5868438652537664
47 48.0 96.0 1.3358430293113353
48 41.0 83.0 0.6548374413867766
49 63.0 127.0 2.8697421735587674
50 69.0 139.0 3.455738064269167
51 38.0 76.0 0.5569146768757913
52 46.0 92.0 1.5932896884987513
53 35.0 70.0 0.7327119928994733
54 44.0 89.0 1.8720553840308387
55 36.0 73.0 1.3147630051500092
56 46.0 92.0 2.465897592692451
57 22.0 44.0 0.3134815584669183
58 13.0 27.0 0.0
59 9.0 18.0 0.0
0 5.0 10.0 0.0
1 7.0 14.0 0.0
2 30.0 60.0 1.7985582022194684
3 6.0 13.0 0.0
4 22.0 44.0 0.9659764629711808
5 24.0 49.0 1.208728540135702
7 10.0 20.0 0.0
8 29.0 58.0 1.6723017270141751
9 5.0 10.0 0.0
10 5.0 10.0 0.0
11 17.0 35.0 0.3240857208729053
12 28.0 56.0 1.1259045261334495
13 21.0 42.0 0.2242792037388276
14 41.0 83.0 2.0055948970653446
15 50.0 100.0 2.6739896953781024
16 38.0 77.0 1.7740271732901265
17 24.0 48.0 0.616597611513246
18 28.0 56.0 1.280422974203895
19 35.0 70.0 2.2566746878857598
20 29.0 58.0 1.8947374643931716
21 35.0 71.0 2.953971414822215
22 30.0 61.0 2.8549750399161353
23 12.0 24.0 1.443331706695775
24 5.0 10.0 0.0
25 9.0 19.0 1.7523046136209985
26 5.0 11.0 1.649278304030926
27 5.0 10.0 1.492823742540145
28 10.0 20.0 2.353648059363896
29 13.0 26.0 2.795973289910023
30 5.0 10.0 0.817778162652089
31 5.0 10.0 1.0003145360213797
32 11.0 23.0 2.5240599418583285
33 5.0 10.0 0.9111093467985865
34 13.0 26.0 2.3578129527744625
35 8.0 17.0 1.655838660656688
36 21.0 42.0 2.603640948855907
37 9.0 18.0 1.1490375920690068
38 10.0 20.0 0.8378050389992957
39 37.0 75.0 3.1668735332988702
40 26.0 53.0 1.6179180126709642
44 48.0 96.0 1.829442925251258
45 60.0 120.0 2.504236453327228
46 58.0 116.0 2.329370259492286
47 57.0 115.0 2.2788613249319463
48 51.0 102.0 1.6079393360664116
49 51.0 102.0 1.609127248621085
50 69.0 138.0 3.4124496436758944
51 41.0 82.0 0.8601792811915168
52 51.0 103.0 2.117731933530239
53 60.0 121.0 3.268883851289417
54 53.0 107.0 2.7541872822886466
55 18.0 37.0 0.0
56 29.0 59.0 0.8062764595018759
57 29.0 58.0 1.0217320974783324
58 24.0 48.0 0.7214801331767671
59 21.0 42.0 0.6535370216328097
0 27.0 55.0 1.5437817422214357
1 20.0 41.0 0.8054286260887102
2 9.0 19.0 0.0
3 11.0 23.0 0.0
4 16.0 33.0 0.42762862900848647
5 11.0 23.0 0.0
6 9.0 18.0 0.0
7 8.0 16.0 0.0
8 14.0 29.0 0.22072447965800968
9 5.0 10.0 0.0
11 9.0 18.0 0.0
12 19.0 39.0 0.28880240224009635
13 27.0 54.0 0.8016149698538413
14 35.0 71.0 1.4293456724398543
15 30.0 61.0 0.7271898195406568
16 18.0 37.0 0.0
17 22.0 45.0 0.47380079817822884
18 43.0 87.0 2.800745110366514
19 35.0 70.0 2.2424860364343515
20 31.0 62.0 2.068267654177771
21 24.0 49.0 1.8780025933593525
22 5.0 10.0 0.09768607130698248
23 21.0 42.0 2.31592826465904
24 13.0 27.0 1.8912894443808863
25 8.0 17.0 1.6556706543998416
26 26.0 52.0 3.6718003900694587
27 5.0 10.0 1.0648179666928481
28 5.0 10.0 1.052832622283971
29 14.0 29.0 2.922320436346289
30 5.0 10.0 0.26199466451694686
31 5.0 10.0 1.052489163762587
32 5.0 10.0 0.3521529672862347
33 14.0 28.0 2.6898640133639296
34 11.0 23.0 2.2483859875476844
35 10.0 21.0 1.8764471697317022
36 11.0 23.0 1.669257325514224
37 5.0 10.0 0.0
38 20.0 40.0 1.8314565775721492
39 19.0 39.0 1.393270839669794
40 23.0 46.0 1.2553319805554604
41 44.0 88.0 2.9037852534474506
42 40.0 80.0 2.0095570428516747
43 35.0 70.0 1.0153816864222753
44 49.0 99.0 1.9844021448587037
45 63.0 126.0 2.824089942581936
46 65.0 131.0 3.0586463270130806
47 63.0 126.0 2.838506132542838
48 50.0 100.0 3.4432588305590266
50 61.0 122.0 2.6458855300294064
51 57.0 114.0 2.474046042383202
52 33.0 67.0 0.3331810340457315
53 43.0 87.0 1.5791716603936572
54 48.0 97.0 2.273533843683366
55 29.0 58.0 0.5609964027890322
56 33.0 66.0 1.1673739596749884
57 22.0 45.0 0.36901016779677465
58 25.0 50.0 0.8090004535752302
59 23.0 47.0 0.9125338371557055
0 8.0 17.0 0.0
1 24.0 49.0 1.2178921264109612
2 24.0 48.0 1.197766743760383
3 5.0 10.0 0.0
4 12.0 25.0 0.031136331056319577
5 31.0 62.0 1.8780224120321063
6 7.0 15.0 0.0
7 15.0 30.0 0.26016840681100173
8 25.0 51.0 1.3392928521247787
9 26.0 53.0 1.403212690467998
10 6.0 12.0 0.0
11 7.0 15.0 0.0
12 33.0 66.0 1.64684291159349
13 14.0 29.0 0.0
14 30.0 61.0 0.9212778623553959
15 29.0 58.0 0.5823604134899111
16 47.0 94.0 2.6045726492458448
17 46.0 92.0 2.7961677021990003
18 39.0 78.0 2.3639241802782314
19 18.0 36.0 0.5402357059834657
20 38.0 77.0 2.8012352757543253
21 16.0 32.0 1.0473233340389034
22 18.0 37.0 1.6758949110334325
23 17.0 34.0 1.9073035929707816
24 8.0 16.0 1.3233440908993974
25 16.0 33.0 2.4786172758516463
26 15.0 31.0 2.6254431043692303
27 5.0 10.0 1.0953764513511441
29 5.0 10.0 1.2653228329806931
30 5.0 10.0 1.8348930268691181
31 12.0 24.0 2.668691339797358
32 25.0 51.0 3.9050717237985904
33 5.0 10.0 1.5523744318880235
34 5.0 10.0 1.1166999129249997
35 5.0 10.0 0.7011386344989519
36 15.0 30.0 2.0292976347659146
37 5.0 11.0 0.7965283991061998
38 28.0 57.0 2.6940439792048454
39 35.0 71.0 2.9696379632049394
40 24.0 48.0 1.3841502214564372
41 34.0 69.0 1.9890080583107177
42 32.0 65.0 1.2898200833478592
43 67.0 134.0 4.0
44 55.0 110.0 2.535770918757476
45 52.0 105.0 1.799549098076037
46 58.0 117.0 2.3958293627104372
47 35.0 71.0 0.0799012397392942
48 68.0 136.0 3.343744816658045
49 59.0 118.0 2.4344305622472007
50 47.0 95.0 1.2819646209409314
51 38.0 77.0 0.6250281819474979
52 59.0 119.0 2.9261472120819993
53 46.0 93.0 1.8748784984628175
54 42.0 84.0 1.6289191494355066
55 31.0 62.0 0.7868570085745972
56 45.0 90.0 2.3714881892929913
57 25.0 51.0 0.6730634361343732
58 43.0 86.0 2.639806077994765
59 10.0 20.0 0.0
0 5.0 10.0 0.0
1 24.0 49.0 1.2191789728302043
2 13.0 26.0 0.08159466635925294
3 8.0 16.0 0.0
4 19.0 39.0 0.7086415755138513
5 27.0 54.0 1.4702488952288695
6 6.0 12.0 0.0
7 18.0 36.0 0.5500115819698224
8 10.0 21.0 0.0
9 21.0 42.0 1.5174136043778548
11 14.0 28.0 0.0
12 31.0 62.0 1.4237731793433008
13 28.0 56.0 0.920550212454706
14 23.0 46.0 0.17061136696760704
15 14.0 29.0 0.0
16 41.0 83.0 2.0674120390830097
17 51.0 103.0 3.354686916472505
18 23.0 47.0 0.8236188385563092
19 32.0 65.0 2.0111486828806933
20 33.0 66.0 2.2916136080507905
21 15.0 31.0 0.9932346203481452
22 34.0 69.0 3.2578331872973862
23 12.0 25.0 1.458565641972859
24 9.0 18.0 1.4123265552708362
25 15.0 30.0 2.3112841906764907
26 19.0 38.0 2.96782066560551
27 8.0 17.0 2.1159085387374916
28 5.0 10.0 1.6384375963199889
29 5.0 10.0 0.300171455076113
30 5.0 10.0 0.0
31 5.0 10.0 1.311568530129994
32 19.0 39.0 3.300341877827594
33 9.0 19.0 2.2278048025782193
34 9.0 18.0 1.951607333256323
35 15.0 30.0 2.330305435388058
36 16.0 32.0 2.1121331839154482
37 29.0 59.0 3.1598454585754068
38 28.0 57.0 2.671787489104879
39 24.0 49.0 1.8931486878752237
40 36.0 72.0 2.588232796075632
41 22.0 44.0 0.7333185242101481
42 37.0 74.0 1.7137041123269476
43 39.0 79.0 1.4557095243926612
44 46.0 92.0 1.6497853453833593
45 57.0 114.0 2.249638489823677
46 60.0 120.0 2.524735262731079
48 60.0 121.0 2.569776896894068
49 48.0 97.0 1.3766698477120407
50 67.0 135.0 3.2613575441141913
51 46.0 92.0 1.3468788983573745
52 56.0 113.0 2.64646862531887
53 43.0 86.0 1.5283134431335832
54 27.0 55.0 0.15259251319136236
55 47.0 95.0 2.4398321114601975
56 31.0 62.0 0.9959193190427975
57 12.0 24.0 0.0
58 29.0 59.0 1.299124189927266
59 16.0 33.0 0.19113610342744797
0 21.0 43.0 0.9484879396980046
1 32.0 64.0 1.951199977817146
2 7.0 14.0 0.0
3 5.0 10.0 0.0
4 16.0 32.0 0.3754085463595361
5 16.0 33.0 0.4493529809892687
6 11.0 22.0 0.0
7 15.0 31.0 0.32390143670273847
8 13.0 26.0 0.09643589129667735
9 33.0 66.0 2.0923477847792866
10 5.0 10.0 0.0
11 18.0 36.0 0.36377148582741287
12 49.0 99.0 3.258195005555807
13 31.0 63.0 1.256127554824851
14 44.0 89.0 2.3280585672310012
15 35.0 70.0 1.1525713465353287
16 45.0 90.0 2.447498001818974
17 38.0 77.0 2.055191337841645
18 39.0 78.0 2.3935674743903017
19 10.0 20.0 0.0
20 10.0 20.0 0.0
21 27.0 54.0 2.1123777449198915
22 19.0 39.0 1.7729168839641922
23 13.0 27.0 1.5943586605835414
24 22.0 44.0 2.7392172104030186
25 18.0 37.0 2.669795490939299
26 5.0 10.0 1.4567469336327548
27 12.0 24.0 2.4777367226387748
28 6.0 12.0 1.9965686653652606
30 31.0 62.0 4.0
31 6.0 13.0 2.133722102973006
32 5.0 10.0 1.3681086872119828
33 5.0 10.0 1.660400192947385
34 23.0 46.0 3.3984386955721284
35 8.0 17.0 1.680181064937758
36 11.0 23.0 1.6931257504062285
37 5.0 10.0 0.6772150027333272
38 28.0 57.0 2.6893768592193377
39 28.0 57.0 2.2559565568803372
40 5.0 10.0 0.0
41 29.0 59.0 1.4537076746398707
42 27.0 54.0 0.7185428162008058
43 50.0 100.0 2.5263279983093634
44 51.0 102.0 2.1464551122272404
45 58.0 117.0 2.3747686180079177
46 37.0 74.0 0.2282778514258108
47 65.0 130.0 3.0081704590979026
48 72.0 144.0 3.7226735772116193
49 43.0 86.0 0.8289499740742514
50 54.0 108.0 1.9037729010349882
51 68.0 137.0 3.618766932174914
52 28.0 56.0 0.0
53 34.0 68.0 0.5982568462952723
54 50.0 101.0 2.453705105231017
55 41.0 83.0 1.7938282736208442
56 39.0 79.0 1.8448094217327935
57 21.0 43.0 0.2700927538050295
58 6.0 13.0 0.0
59 6.0 12.0 0.0
0 24.0 49.0 1.2199699276555525
1 8.0 17.0 0.0
2 15.0 30.0 0.29610513737370764
3 21.0 43.0 0.9165346393206747
4 20.0 40.0 0.7515537407154149
5 12.0 24.0 0.0
6 16.0 33.0 0.4245438385235886
7 9.0 19.0 0.0
8 5.0 10.0 0.0
10 18.0 36.0 0.5631330260292088
11 29.0 59.0 1.5190915583980364
12 29.0 58.0 1.2454265404259104
13 20.0 40.0 0.11404001039430833
14 23.0 46.0 0.19051655806986456
15 34.0 68.0 1.0693695452632628
16 22.0 45.0 0.17565739839467898
17 26.0 53.0 0.8784543056717965
18 41.0 83.0 2.6045134411983133
19 15.0 30.0 0.2760341710848351
20 27.0 54.0 1.6700959850212638
21 17.0 34.0 1.1276438483135869
22 25.0 50.0 2.3319570798508416
23 20.0 41.0 2.2951697570878125
24 31.0 63.0 3.6826616367827905
25 31.0 62.0 3.949721981563485
26 14.0 29.0 2.5359185574315135
27 14.0 28.0 2.680500682605923
28 5.0 10.0 1.165867702867813
29 8.0 16.0 2.2851066489856713
31 17.0 35.0 3.2297273937328947
32 5.0 10.0 0.8809303562222444
33 5.0 10.0 1.7332143693354736
34 5.0 10.0 1.2199946455284607
35 13.0 27.0 2.1648951741671065
36 15.0 31.0 2.0553731675399205
37 22.0 45.0 2.4544420246802803
38 14.0 29.0 1.2804072827027944
39 36.0 73.0 3.0847736289609924
40 9.0 18.0 0.0
41 51.0 103.0 3.6925529142012588
42 32.0 64.0 1.2394755064111156
43 50.0 101.0 2.5902322226953123
44 49.0 98.0 1.9126109254786805
45 36.0 72.0 0.13935611696693617
46 76.0 153.0 4.0
47 67.0 134.0 3.2291415024249703
48 54.0 108.0 2.791704763757952
50 53.0 106.0 1.8368499802196814
51 50.0 100.0 1.7709129300633013
52 42.0 85.0 1.207398929746303
53 36.0 72.0 0.8286939315787093
54 44.0 88.0 1.8042270944171839
55 33.0 67.0 1.0169642792822895
56 38.0 77.0 1.746978299051377
57 18.0 37.0 0.0
58 11.0 22.0 0.0
59 24.0 48.0 0.9696071328991471
0 22.0 44.0 0.9631127291270902
1 18.0 37.0 0.634457285787035
2 19.0 39.0 0.7318447960561311
3 22.0 45.0 1.013026100095157
4 16.0 32.0 0.35451070179257876
5 7.0 15.0 0.0
6 16.0 32.0 0.3529614073374947
7 32.0 65.0 2.0072416428477413
8 9.0 18.0 0.0
9 14.0 29.0 0.22627622643384293
10 18.0 37.0 0.6378500557220617
11 18.0 37.0 0.4253636127057111
12 11.0 23.0 0.0
13 24.0 49.0 0.5794660827635616
14 34.0 68.0 1.2876547565192176
15 40.0 80.0 1.6553524571677536
16 45.0 91.0 2.483187998216364
17 24.0 49.0 0.6629655268485783
18 30.0 60.0 1.4679066195446109
19 48.0 97.0 3.6130787019498687
20 49.0 98.0 3.8717743114314516
21 28.0 57.0 2.264633381674112
22 34.0 69.0 3.299889879427374
23 26.0 52.0 2.8313543944742365
24 8.0 16.0 1.3462608732992687
25 5.0 10.0 1.0588659157481581
26 17.0 34.0 2.7842563088423296
27 5.0 10.0 1.720088739953234
28 5.0 10.0 0.17805338101133694
29 14.0 28.0 0.9010117859038975
31 11.0 23.0 2.618997154485746
32 15.0 30.0 2.8990179130144975
33 14.0 29.0 2.7095120052102377
34 5.0 10.0 0.7607399192566504
35 21.0 42.0 2.915773709768035
36 5.0 10.0 0.9844527153540314
37 5.0 10.0 0.0
38 10.0 21.0 0.8979835338841244
39 22.0 44.0 1.6400775040271922
40 34.0 69.0 2.4300508152220712
41 37.0 75.0 2.2984422727425877
42 20.0 40.0 0.04381035049386095
43 55.0 110.0 3.0489360553035914
44 63.0 127.0 3.3579071138503753
45 39.0 78.0 0.42398619036385665
46 69.0 138.0 3.4210106745515843
47 44.0 89.0 0.9899081058508579
48 50.0 101.0 1.5650227144972635
49 54.0 109.0 1.9508767113638745
50 65.0 130.0 3.049637549853953
51 36.0 73.0 0.4150093576145648
52 48.0 96.0 1.756114519639717
53 51.0 103.0 2.3560917681824693
54 28.0 57.0 0.28115584430244245
55 21.0 43.0 0.0
56 31.0 62.0 0.9711600139810116
57 38.0 76.0 1.938214846535947
58 32.0 65.0 1.552163239345187
59 8.0 16.0 0.0
0 27.0 54.0 1.4775258414477856
1 33.0 66.0 2.0863714982635937
2 23.0 47.0 1.1135256815918124
3 10.0 20.0 0.0
4 6.0 13.0 0.0
5 12.0 25.0 0.041120692980028684
6 46.0 92.0 3.3636288561166925
7 9.0 18.0 0.0
8 29.0 59.0 1.7315081178089395
9 7.0 15.0 0.48531933465366633
11 5.0 10.0 0.0
12 35.0 71.0 1.8628750592584238
13 14.0 29.0 0.0
14 35.0 70.0 1.350312631667775
15 23.0 47.0 0.0051908551452977125
16 29.0 59.0 0.8758071822289031
17 29.0 58.0 1.0915212479910212
18 34.0 68.0 1.855687504406807
19 41.0 82.0 2.842657645059753
20 29.0 58.0 1.8513373370629629
21 42.0 85.0 3.667142312657024
22 5.0 10.0 0.3186362458189451
23 5.0 10.0 0.3082432405058644
24 23.0 47.0 2.8703357600763324
25 16.0 33.0 2.468498190127506
26 5.0 10.0 1.411330029046051
27 5.0 10.0 1.7898373217591395
28 5.0 10.0 0.7465827226916157
29 16.0 33.0 3.124540344453514
30 7.0 14.0 2.2242072150788044
31 5.0 10.0 0.4647282922565623
32 5.0 10.0 1.8678178439478152
33 5.0 10.0 0.9484146793161379
34 16.0 32.0 2.6871006877107466
35 12.0 25.0 2.051769375067284
36 14.0 28.0 1.9102497376703664
37 8.0 17.0 1.098293460016122
38 25.0 51.0 2.3509017070530476
39 18.0 36.0 1.2181915354859134
40 24.0 49.0 1.4411987378377178
41 55.0 110.0 4.0
42 34.0 68.0 1.4404915850095243
43 69.0 138.0 4.0
44 32.0 64.0 0.22291015545246862
45 53.0 106.0 1.8342933778427852
46 42.0 85.0 0.795881346239703
47 61.0 122.0 2.6177503253932466
48 46.0 92.0 1.1173879667242999
49 44.0 88.0 0.9119146526867028
50 55.0 110.0 0.055006604806297155
52 49.0 99.0 1.9098092715927242
53 49.0 99.0 2.165149223367902
54 41.0 82.0 1.5485051609785507
55 37.0 74.0 1.3859884170934038
56 42.0 85.0 2.1227534715580294
57 27.0 54.0 0.7930855181893003
58 24.0 48.0 0.7479517229729598
59 14.0 29.0 0.0
0 6.0 13.0 0.0
1 13.0 26.0 0.05032348021540822
2 31.0 62.0 1.8519054065414697
3 25.0 50.0 1.2579916469132955
4 31.0 62.0 1.8510091563376563
5 5.0 10.0 0.0
6 28.0 56.0 1.5999099565074468
7 12.0 25.0 0.04599067901061965
8 19.0 39.0 0.7234485214596393
9 8.0 17.0 0.0
10 10.0 20.0 0.0
11 11.0 22.0 0.0
12 9.0 19.0 0.0
13 26.0 52.0 0.7063031426011532
14 15.0 31.0 0.0
15 38.0 77.0 1.5392896869335713
16 31.0 62.0 1.0492522780504594
17 45.0 90.0 2.7031065916463506
18 23.0 46.0 0.7617357209816232
19 27.0 54.0 1.451051400083922
20 24.0 49.0 1.44514237285878
21 34.0 69.0 2.8774361154375523
22 20.0 40.0 1.846820122064045
23 23.0 46.0 2.524239507201634
24 8.0 17.0 1.3635541144002303
25 5.0 10.0 0.0
26 5.0 10.0 1.2661245552834524
27 5.0 10.0 0.4803019816256242
28 5.0 10.0 1.1488408968187693
29 5.0 10.0 1.7031409586963915
31 5.0 10.0 1.7509401025271671
32 5.0 10.0 1.4937619909584976
33 5.0 10.0 0.0
34 18.0 36.0 2.8897832402358543
35 12.0 24.0 2.0385410654193343
36 16.0 32.0 2.1184610706943188
37 25.0 50.0 2.7265395691483816
38 5.0 10.0 0.1869254752644578
39 22.0 44.0 1.6049003935587118
40 26.0 53.0 1.6121853496315863
41 35.0 70.0 2.0204774685800526
42 53.0 106.0 3.328957119233668
43 50.0 100.0 2.5386551733894778
44 29.0 59.0 0.0
45 59.0 118.0 2.4031097066385287
46 40.0 81.0 0.5585409914752275
47 57.0 114.0 2.2157324397750378
48 62.0 125.0 2.782562734701367
49 52.0 105.0 1.7651121154378757
50 65.0 130.0 3.014451481126097
51 54.0 109.0 2.208423799830317
52 51.0 103.0 2.139543773485296
53 45.0 91.0 1.7504041988990469
54 52.0 105.0 2.677869688170533
55 13.0 26.0 0.0
56 50.0 100.0 2.8865789048525228
57 41.0 82.0 2.237412487751505
58 30.0 61.0 1.3812802707457161
59 25.0 50.0 1.0617481465654925
0 31.0 63.0 1.910294130595916
1 5.0 10.0 0.0
2 15.0 30.0 0.2821703992853115
3 12.0 24.0 0.0
4 5.0 10.0 0.0
5 5.0 10.0 0.0
6 18.0 36.0 0.5503287184778778
7 10.0 21.0 0.0
8 5.0 10.0 0.0
9 5.0 10.0 0.0
10 12.0 24.0 0.0
11 32.0 64.0 1.7721286507026992
13 16.0 32.0 0.0
14 18.0 37.0 0.0
15 39.0 79.0 1.5992936243514464
16 46.0 92.0 2.535957195225258
17 28.0 57.0 1.0527949388669464
18 40.0 80.0 2.4574349996795446
19 42.0 84.0 2.946545560085891
20 33.0 67.0 2.3357297018057626
21 26.0 53.0 2.095074424253913
22 15.0 31.0 1.3664179378266303
23 5.0 11.0 0.7615560188515693
24 29.0 59.0 3.4627363615424436
25 9.0 19.0 1.7622163635185912
26 21.0 43.0 3.2323808142473194
27 15.0 30.0 2.7688571599422787
28 15.0 31.0 2.9055310459208634
29 27.0 54.0 4.0
30 5.0 11.0 2.057196322454061
31 8.0 17.0 2.3255563341786862
32 24.0 48.0 3.772297047789009
33 19.0 38.0 3.155660261839787
34 16.0 33.0 2.74728878095368
35 5.0 10.0 0.8089644212010181
36 33.0 67.0 3.8679521302696362
37 16.0 33.0 1.8743482509400011
38 12.0 24.0 1.0291567211157155
39 18.0 36.0 1.2446801719092928
40 22.0 45.0 1.2179834156952616
41 47.0 95.0 3.266938755267618
42 22.0 45.0 0.2562753488147709
43 42.0 84.0 1.7226170614014646
44 45.0 90.0 1.502565853890125
45 53.0 106.0 1.8268325642291139
46 53.0 107.0 1.8920125879268888
47 60.0 121.0 2.588156347023804
48 69.0 138.0 3.4142978943303097
49 42.0 85.0 0.7937637262003994
50 54.0 108.0 2.630396628827457
52 45.0 91.0 1.5049816080849199
53 43.0 86.0 1.5242463911709552
54 50.0 100.0 2.4090895113532054
55 23.0 47.0 0.0
56 36.0 72.0 1.480999230729375
57 31.0 62.0 1.196332273211564
58 34.0 69.0 1.7577029601942473
59 45.0 91.0 3.120100127156017
0 16.0 33.0 0.4071394757107286
1 5.0 10.0 0.0
2 8.0 16.0 0.0
3 5.0 10.0 0.0
4 26.0 53.0 1.4296027891912015
5 13.0 27.0 0.13525750591124874
6 9.0 18.0 0.0
7 10.0 21.0 0.0
8 17.0 34.0 0.49443239026826763
9 5.0 10.0 0.0
10 32.0 65.0 2.0257863893139345
11 22.0 44.0 0.7883773612613387
12 25.0 50.0 0.833887919864086
13 20.0 40.0 0.13407875746062115
14 34.0 69.0 1.3253221929591081
15 28.0 57.0 0.5302801529506357
16 50.0 100.0 2.9280460765178145
17 33.0 67.0 1.5502977033672338
18 26.0 53.0 1.101831422119448
19 39.0 78.0 2.6856550996029442
20 20.0 40.0 0.9725036971429453
21 35.0 70.0 2.914830437211478
22 19.0 39.0 1.756800009997056
23 25.0 51.0 2.7529394247796177
24 14.0 28.0 1.9089018153276167
25 15.0 30.0 2.3280360416806047
26 5.0 10.0 0.864229124491035
27 5.0 10.0 1.3797260962741196
28 5.0 10.0 1.700574146979864
29 5.0 10.0 1.574538857140758
30 15.0 30.0 1.6489336380411752
32 5.0 11.0 1.921568376171963
33 14.0 29.0 2.7371252773211725
34 23.0 47.0 3.423999276732541
35 11.0 23.0 1.9790085519590113
36 9.0 18.0 1.4291293361868076
37 13.0 27.0 1.584703703653629
38 14.0 28.0 1.2495507865355806
39 12.0 25.0 0.670521802792051
40 32.0 65.0 2.229079969080355
41 45.0 90.0 3.038874644714019
42 41.0 83.0 2.1880368899454563
43 22.0 45.0 0.0
44 41.0 83.0 1.1630447889351307
45 72.0 145.0 3.76424921184799
46 57.0 114.0 2.2056808008141875
47 51.0 102.0 1.6274846033306263
48 48.0 97.0 1.3953742165455125
49 58.0 116.0 2.30312217884316
