day tick sun price_buy price_sell demand
5825387 51 0.0 42.0 85.0 1.0014558039258086
5825387 52 0.0 61.0 122.0 3.063022187038764
5825387 53 0.0 59.0 119.0 3.166358037142774
5825387 54 0.0 50.0 100.0 2.409999045863832
5825387 55 0.0 35.0 71.0 1.2297051322425518
5825387 56 0.0 21.0 43.0 0.03159647389105125
5825387 57 0.0 35.0 71.0 1.671922308669264
5825387 58 0.0 24.0 49.0 0.758852217474371
5825387 59 0.0 21.0 43.0 0.731971576285969
5825388 0 0.0 26.0 52.0 1.3737096789380074
5825388 1 0.0 6.0 13.0 0.0
5825388 2 0.0 21.0 43.0 0.9461685906634931
5825388 3 0.0 18.0 36.0 0.5560283056454342
5825388 4 0.0 18.0 37.0 0.6101973679208486
5825388 5 0.0 13.0 27.0 0.1273722316908702
5825388 6 0.0 32.0 64.0 1.983652411689302
5825388 7 0.0 18.0 36.0 0.5839787538306741
5825388 8 0.0 5.0 11.0 0.0
5825388 9 0.0 14.0 29.0 0.24727817108890093
5825388 10 0.0 17.0 35.0 0.5448151438285026
5825388 11 0.0 16.0 32.0 0.1775907131089262
5825388 12 0.0 15.0 30.0 0.0
5825388 38 66.0 36.0 73.0 3.495482600600991
5825388 39 58.0 26.0 53.0 2.0897605547045965
5825388 40 49.0 44.0 89.0 3.413491116284784
5825388 41 40.0 37.0 75.0 2.277983382834914
5825388 42 30.0 41.0 83.0 2.1615632815139785
5825388 43 20.0 31.0 63.0 0.6504715805679893
5825388 44 10.0 57.0 115.0 2.7886150434546804
5825388 45 0.0 67.0 134.0 3.212501550547387
5825388 46 0.0 60.0 121.0 2.5868438652537664
5825388 47 0.0 48.0 96.0 1.3358430293113353
5825388 48 0.0 41.0 83.0 0.6548374413867766
5825388 49 0.0 63.0 127.0 2.8697421735587674
5825388 50 0.0 69.0 139.0 3.455738064269167
5825388 51 0.0 38.0 76.0 0.5569146768757913
5825388 52 0.0 46.0 92.0 1.5932896884987513
5825388 53 0.0 35.0 70.0 0.7327119928994733
5825388 54 0.0 44.0 89.0 1.8720553840308387
5825388 55 0.0 36.0 73.0 1.3147630051500092
5825388 56 0.0 46.0 92.0 2.465897592692451
5825388 57 0.0 22.0 44.0 0.3134815584669183
5825388 58 0.0 13.0 27.0 0.0
5825388 59 0.0 9.0 18.0 0.0
5825389 0 0.0 5.0 10.0 0.0
5825389 1 0.0 7.0 14.0 0.0
5825389 2 0.0 30.0 60.0 1.7985582022194684
5825389 3 0.0 6.0 13.0 0.0
5825389 4 0.0 22.0 44.0 0.9659764629711808
5825389 5 0.0 24.0 49.0 1.208728540135702
5825389 7 0.0 10.0 20.0 0.0
5825389 8 0.0 29.0 58.0 1.6723017270141751
5825389 9 0.0 5.0 10.0 0.0
5825389 10 0.0 5.0 10.0 0.0
5825389 11 0.0 17.0 35.0 0.3240857208729053
5825389 12 0.0 28.0 56.0 1.1259045261334495
5825389 13 0.0 21.0 42.0 0.2242792037388276
5825389 14 0.0 41.0 83.0 2.0055948970653446
5825389 15 0.0 50.0 100.0 2.6739896953781024
5825389 16 10.0 38.0 77.0 1.7740271732901265
5825389 17 20.0 24.0 48.0 0.616597611513246
5825389 18 30.0 28.0 56.0 1.280422974203895
5825389 19 40.0 35.0 70.0 2.2566746878857598
5825389 20 49.0 29.0 58.0 1.8947374643931716
5825389 21 58.0 35.0 71.0 2.953971414822215
5825389 22 66.0 30.0 61.0 2.8549750399161353
5825389 23 74.0 12.0 24.0 1.443331706695775
5825389 24 80.0 5.0 10.0 0.0
5825389 25 86.0 9.0 19.0 1.7523046136209985
5825389 26 91.0 5.0 11.0 1.649278304030926
5825389 27 95.0 5.0 10.0 1.492823742540145
5825389 28 97.0 10.0 20.0 2.353648059363896
5825389 29 99.0 13.0 26.0 2.795973289910023
5825389 30 100.0 5.0 10.0 0.817778162652089
5825389 31 99.0 5.0 10.0 1.0003145360213797
5825389 32 97.0 11.0 23.0 2.5240599418583285
5825389 33 95.0 5.0 10.0 0.9111093467985865
5825389 34 91.0 13.0 26.0 2.3578129527744625
5825389 35 86.0 8.0 17.0 1.655838660656688
5825389 36 80.0 21.0 42.0 2.603640948855907
5825389 37 74.0 9.0 18.0 1.1490375920690068
5825389 38 66.0 10.0 20.0 0.8378050389992957
5825389 39 58.0 37.0 75.0 3.1668735332988702
5825389 40 49.0 26.0 53.0 1.6179180126709642
5825389 44 10.0 48.0 96.0 1.829442925251258
5825389 45 0.0 60.0 120.0 2.504236453327228
5825389 46 0.0 58.0 116.0 2.329370259492286
5825389 47 0.0 57.0 115.0 2.2788613249319463
5825389 48 0.0 51.0 102.0 1.6079393360664116
5825389 49 0.0 51.0 102.0 1.609127248621085
5825389 50 0.0 69.0 138.0 3.4124496436758944
5825389 51 0.0 41.0 82.0 0.8601792811915168
5825389 52 0.0 51.0 103.0 2.117731933530239
5825389 53 0.0 60.0 121.0 3.268883851289417
5825389 54 0.0 53.0 107.0 2.7541872822886466
5825389 55 0.0 18.0 37.0 0.0
5825389 56 0.0 29.0 59.0 0.8062764595018759
5825389 57 0.0 29.0 58.0 1.0217320974783324
5825389 58 0.0 24.0 48.0 0.7214801331767671
5825389 59 0.0 21.0 42.0 0.6535370216328097
5825390 0 0.0 27.0 55.0 1.5437817422214357
5825390 1 0.0 20.0 41.0 0.8054286260887102
5825390 2 0.0 9.0 19.0 0.0
5825390 3 0.0 11.0 23.0 0.0
5825390 4 0.0 16.0 33.0 0.42762862900848647
5825390 5 0.0 11.0 23.0 0.0
5825390 6 0.0 9.0 18.0 0.0
5825390 7 0.0 8.0 16.0 0.0
5825390 8 0.0 14.0 29.0 0.22072447965800968
5825390 9 0.0 5.0 10.0 0.0
5825390 11 0.0 9.0 18.0 0.0
5825390 12 0.0 19.0 39.0 0.28880240224009635
5825390 13 0.0 27.0 54.0 0.8016149698538413
5825390 14 0.0 35.0 71.0 1.4293456724398543
5825390 15 0.0 30.0 61.0 0.7271898195406568
5825390 16 10.0 18.0 37.0 0.0
5825390 17 20.0 22.0 45.0 0.47380079817822884
5825390 18 30.0 43.0 87.0 2.800745110366514
5825390 19 40.0 35.0 70.0 2.2424860364343515
5825390 20 49.0 31.0 62.0 2.068267654177771
5825390 21 58.0 24.0 49.0 1.8780025933593525
5825390 22 66.0 5.0 10.0 0.09768607130698248
5825390 23 74.0 21.0 42.0 2.31592826465904
5825390 24 80.0 13.0 27.0 1.8912894443808863
5825390 25 86.0 8.0 17.0 1.6556706543998416
5825390 26 91.0 26.0 52.0 3.6718003900694587
5825390 27 95.0 5.0 10.0 1.0648179666928481
5825390 28 97.0 5.0 10.0 1.052832622283971
5825390 29 99.0 14.0 29.0 2.922320436346289
5825390 30 100.0 5.0 10.0 0.26199466451694686
5825390 31 99.0 5.0 10.0 1.052489163762587
5825390 32 97.0 5.0 10.0 0.3521529672862347
5825390 33 95.0 14.0 28.0 2.6898640133639296
5825390 34 91.0 11.0 23.0 2.2483859875476844
5825390 35 86.0 10.0 21.0 1.8764471697317022
5825390 36 80.0 11.0 23.0 1.669257325514224
5825390 37 74.0 5.0 10.0 0.0
5825390 38 66.0 20.0 40.0 1.8314565775721492
5825390 39 58.0 19.0 39.0 1.393270839669794
5825390 40 49.0 23.0 46.0 1.2553319805554604
5825390 41 40.0 44.0 88.0 2.9037852534474506
5825390 42 30.0 40.0 80.0 2.0095570428516747
5825390 43 20.0 35.0 70.0 1.0153816864222753
5825390 44 10.0 49.0 99.0 1.9844021448587037
5825390 45 0.0 63.0 126.0 2.824089942581936
5825390 46 0.0 65.0 131.0 3.0586463270130806
5825390 47 0.0 63.0 126.0 2.838506132542838
5825390 48 0.0 50.0 100.0 3.4432588305590266
5825390 50 0.0 61.0 122.0 2.6458855300294064
5825390 51 0.0 57.0 114.0 2.474046042383202
5825390 52 0.0 33.0 67.0 0.3331810340457315
5825390 53 0.0 43.0 87.0 1.5791716603936572
5825390 54 0.0 48.0 97.0 2.273533843683366
5825390 55 0.0 29.0 58.0 0.5609964027890322
5825390 56 0.0 33.0 66.0 1.1673739596749884
5825390 57 0.0 22.0 45.0 0.36901016779677465
5825390 58 0.0 25.0 50.0 0.8090004535752302
5825390 59 0.0 23.0 47.0 0.9125338371557055
5825391 0 0.0 8.0 17.0 0.0
5825391 1 0.0 24.0 49.0 1.2178921264109612
5825391 2 0.0 24.0 48.0 1.197766743760383
5825391 3 0.0 5.0 10.0 0.0
5825391 4 0.0 12.0 25.0 0.031136331056319577
5825391 5 0.0 31.0 62.0 1.8780224120321063
5825391 6 0.0 7.0 15.0 0.0
5825391 7 0.0 15.0 30.0 0.26016840681100173
5825391 8 0.0 25.0 51.0 1.3392928521247787
5825391 9 0.0 26.0 53.0 1.403212690467998
5825391 10 0.0 6.0 12.0 0.0
5825391 11 0.0 7.0 15.0 0.0
5825391 12 0.0 33.0 66.0 1.64684291159349
5825391 13 0.0 14.0 29.0 0.0
5825391 14 0.0 30.0 61.0 0.9212778623553959
5825391 15 0.0 29.0 58.0 0.5823604134899111
5825391 16 10.0 47.0 94.0 2.6045726492458448
5825391 17 20.0 46.0 92.0 2.7961677021990003
5825391 18 30.0 39.0 78.0 2.3639241802782314
5825391 19 40.0 18.0 36.0 0.5402357059834657
5825391 20 49.0 38.0 77.0 2.8012352757543253
5825391 21 58.0 16.0 32.0 1.0473233340389034
5825391 22 66.0 18.0 37.0 1.6758949110334325
5825391 23 74.0 17.0 34.0 1.9073035929707816
5825391 24 80.0 8.0 16.0 1.3233440908993974
5825391 25 86.0 16.0 33.0 2.4786172758516463
5825391 26 91.0 15.0 31.0 2.6254431043692303
5825391 27 95.0 5.0 10.0 1.0953764513511441
5825391 29 99.0 5.0 10.0 1.2653228329806931
5825391 30 100.0 5.0 10.0 1.8348930268691181
5825391 31 99.0 12.0 24.0 2.668691339797358
5825391 32 97.0 25.0 51.0 3.9050717237985904
5825391 33 95.0 5.0 10.0 1.5523744318880235
5825391 34 91.0 5.0 10.0 1.1166999129249997
5825391 35 86.0 5.0 10.0 0.7011386344989519
5825391 36 80.0 15.0 30.0 2.0292976347659146
5825391 37 74.0 5.0 11.0 0.7965283991061998
5825391 38 66.0 28.0 57.0 2.6940439792048454
5825391 39 58.0 35.0 71.0 2.9696379632049394
5825391 40 49.0 24.0 48.0 1.3841502214564372
5825391 41 40.0 34.0 69.0 1.9890080583107177
5825391 42 30.0 32.0 65.0 1.2898200833478592
5825391 43 20.0 67.0 134.0 4.0
5825391 44 10.0 55.0 110.0 2.535770918757476
5825391 45 0.0 52.0 105.0 1.799549098076037
5825391 46 0.0 58.0 117.0 2.3958293627104372
5825391 47 0.0 35.0 71.0 0.0799012397392942
5825391 48 0.0 68.0 136.0 3.343744816658045
5825391 49 0.0 59.0 118.0 2.4344305622472007
5825391 50 0.0 47.0 95.0 1.2819646209409314
5825391 51 0.0 38.0 77.0 0.6250281819474979
5825391 52 0.0 59.0 119.0 2.9261472120819993
5825391 53 0.0 46.0 93.0 1.8748784984628175
5825391 54 0.0 42.0 84.0 1.6289191494355066
5825391 55 0.0 31.0 62.0 0.7868570085745972
5825391 56 0.0 45.0 90.0 2.3714881892929913
5825391 57 0.0 25.0 51.0 0.6730634361343732
5825391 58 0.0 43.0 86.0 2.639806077994765
5825391 59 0.0 10.0 20.0 0.0
5825392 0 0.0 5.0 10.0 0.0
5825392 1 0.0 24.0 49.0 1.2191789728302043
5825392 2 0.0 13.0 26.0 0.08159466635925294
5825392 3 0.0 8.0 16.0 0.0
5825392 4 0.0 19.0 39.0 0.7086415755138513
5825392 5 0.0 27.0 54.0 1.4702488952288695
5825392 6 0.0 6.0 12.0 0.0
5825392 7 0.0 18.0 36.0 0.5500115819698224
5825392 8 0.0 10.0 21.0 0.0
5825392 9 0.0 21.0 42.0 1.5174136043778548
5825392 11 0.0 14.0 28.0 0.0
5825392 12 0.0 31.0 62.0 1.4237731793433008
5825392 13 0.0 28.0 56.0 0.920550212454706
5825392 14 0.0 23.0 46.0 0.17061136696760704
5825392 15 0.0 14.0 29.0 0.0
5825392 16 10.0 41.0 83.0 2.0674120390830097
5825392 17 20.0 51.0 103.0 3.354686916472505
5825392 18 30.0 23.0 47.0 0.8236188385563092
5825392 19 40.0 32.0 65.0 2.0111486828806933
5825392 20 49.0 33.0 66.0 2.2916136080507905
5825392 21 58.0 15.0 31.0 0.9932346203481452
5825392 22 66.0 34.0 69.0 3.2578331872973862
5825392 23 74.0 12.0 25.0 1.458565641972859
5825392 24 80.0 9.0 18.0 1.4123265552708362
5825392 25 86.0 15.0 30.0 2.3112841906764907
5825392 26 91.0 19.0 38.0 2.96782066560551
5825392 27 95.0 8.0 17.0 2.1159085387374916
5825392 28 97.0 5.0 10.0 1.6384375963199889
5825392 29 99.0 5.0 10.0 0.300171455076113
5825392 30 100.0 5.0 10.0 0.0
5825392 31 99.0 5.0 10.0 1.311568530129994
5825392 32 97.0 19.0 39.0 3.300341877827594
5825392 33 95.0 9.0 19.0 2.2278048025782193
5825392 34 91.0 9.0 18.0 1.951607333256323
5825392 35 86.0 15.0 30.0 2.330305435388058
5825392 36 80.0 16.0 32.0 2.1121331839154482
5825392 37 74.0 29.0 59.0 3.1598454585754068
5825392 38 66.0 28.0 57.0 2.671787489104879
5825392 39 58.0 24.0 49.0 1.8931486878752237
5825392 40 49.0 36.0 72.0 2.588232796075632
5825392 41 40.0 22.0 44.0 0.7333185242101481
5825392 42 30.0 37.0 74.0 1.7137041123269476
5825392 43 20.0 39.0 79.0 1.4557095243926612
5825392 44 10.0 46.0 92.0 1.6497853453833593
5825392 45 0.0 57.0 114.0 2.249638489823677
5825392 46 0.0 60.0 120.0 2.524735262731079
5825392 48 0.0 60.0 121.0 2.569776896894068
5825392 49 0.0 48.0 97.0 1.3766698477120407
5825392 50 0.0 67.0 135.0 3.2613575441141913
5825392 51 0.0 46.0 92.0 1.3468788983573745
5825392 52 0.0 56.0 113.0 2.64646862531887
5825392 53 0.0 43.0 86.0 1.5283134431335832
5825392 54 0.0 27.0 55.0 0.15259251319136236
5825392 55 0.0 47.0 95.0 2.4398321114601975
5825392 56 0.0 31.0 62.0 0.9959193190427975
5825392 57 0.0 12.0 24.0 0.0
5825392 58 0.0 29.0 59.0 1.299124189927266
5825392 59 0.0 16.0 33.0 0.19113610342744797
5825393 0 0.0 21.0 43.0 0.9484879396980046
5825393 1 0.0 32.0 64.0 1.951199977817146
5825393 2 0.0 7.0 14.0 0.0
5825393 3 0.0 5.0 10.0 0.0
5825393 4 0.0 16.0 32.0 0.3754085463595361
5825393 5 0.0 16.0 33.0 0.4493529809892687
5825393 6 0.0 11.0 22.0 0.0
5825393 7 0.0 15.0 31.0 0.32390143670273847
5825393 8 0.0 13.0 26.0 0.09643589129667735
5825393 9 0.0 33.0 66.0 2.0923477847792866
5825393 10 0.0 5.0 10.0 0.0
5825393 11 0.0 18.0 36.0 0.36377148582741287
5825393 12 0.0 49.0 99.0 3.258195005555807
5825393 13 0.0 31.0 63.0 1.256127554824851
5825393 14 0.0 44.0 89.0 2.3280585672310012
5825393 15 0.0 35.0 70.0 1.1525713465353287
5825393 16 10.0 45.0 90.0 2.447498001818974
5825393 17 20.0 38.0 77.0 2.055191337841645
5825393 18 30.0 39.0 78.0 2.3935674743903017
5825393 19 40.0 10.0 20.0 0.0
5825393 20 49.0 10.0 20.0 0.0
5825393 21 58.0 27.0 54.0 2.1123777449198915
5825393 22 66.0 19.0 39.0 1.7729168839641922
5825393 23 74.0 13.0 27.0 1.5943586605835414
5825393 24 80.0 22.0 44.0 2.7392172104030186
5825393 25 86.0 18.0 37.0 2.669795490939299
5825393 26 91.0 5.0 10.0 1.4567469336327548
5825393 27 95.0 12.0 24.0 2.4777367226387748
5825393 28 97.0 6.0 12.0 1.9965686653652606
5825393 30 100.0 31.0 62.0 4.0
5825393 31 99.0 6.0 13.0 2.133722102973006
5825393 32 97.0 5.0 10.0 1.3681086872119828
5825393 33 95.0 5.0 10.0 1.660400192947385
5825393 34 91.0 23.0 46.0 3.3984386955721284
5825393 35 86.0 8.0 17.0 1.680181064937758
5825393 36 80.0 11.0 23.0 1.6931257504062285
5825393 37 74.0 5.0 10.0 0.6772150027333272
5825393 38 66.0 28.0 57.0 2.6893768592193377
5825393 39 58.0 28.0 57.0 2.2559565568803372
5825393 40 49.0 5.0 10.0 0.0
5825393 41 40.0 29.0 59.0 1.4537076746398707
5825393 42 30.0 27.0 54.0 0.7185428162008058
5825393 43 20.0 50.0 100.0 2.5263279983093634
5825393 44 10.0 51.0 102.0 2.1464551122272404
5825393 45 0.0 58.0 117.0 2.3747686180079177
5825393 46 0.0 37.0 74.0 0.2282778514258108
5825393 47 0.0 65.0 130.0 3.0081704590979026
5825393 48 0.0 72.0 144.0 3.7226735772116193
5825393 49 0.0 43.0 86.0 0.8289499740742514
5825393 50 0.0 54.0 108.0 1.9037729010349882
5825393 51 0.0 68.0 137.0 3.618766932174914
5825393 52 0.0 28.0 56.0 0.0
5825393 53 0.0 34.0 68.0 0.5982568462952723
5825393 54 0.0 50.0 101.0 2.453705105231017
5825393 55 0.0 41.0 83.0 1.7938282736208442
5825393 56 0.0 39.0 79.0 1.8448094217327935
5825393 57 0.0 21.0 43.0 0.2700927538050295
5825393 58 0.0 6.0 13.0 0.0
5825393 59 0.0 6.0 12.0 0.0
5825394 0 0.0 24.0 49.0 1.2199699276555525
5825394 1 0.0 8.0 17.0 0.0
5825394 2 0.0 15.0 30.0 0.29610513737370764
5825394 3 0.0 21.0 43.0 0.9165346393206747
5825394 4 0.0 20.0 40.0 0.7515537407154149
5825394 5 0.0 12.0 24.0 0.0
5825394 6 0.0 16.0 33.0 0.4245438385235886
5825394 7 0.0 9.0 19.0 0.0
5825394 8 0.0 5.0 10.0 0.0
5825394 10 0.0 18.0 36.0 0.5631330260292088
5825394 11 0.0 29.0 59.0 1.5190915583980364
5825394 12 0.0 29.0 58.0 1.2454265404259104
5825394 13 0.0 20.0 40.0 0.11404001039430833
5825394 14 0.0 23.0 46.0 0.19051655806986456
5825394 15 0.0 34.0 68.0 1.0693695452632628
5825394 16 10.0 22.0 45.0 0.17565739839467898
5825394 17 20.0 26.0 53.0 0.8784543056717965
5825394 18 30.0 41.0 83.0 2.6045134411983133
5825394 19 40.0 15.0 30.0 0.2760341710848351
5825394 20 49.0 27.0 54.0 1.6700959850212638
5825394 21 58.0 17.0 34.0 1.1276438483135869
5825394 22 66.0 25.0 50.0 2.3319570798508416
5825394 23 74.0 20.0 41.0 2.2951697570878125
5825394 24 80.0 31.0 63.0 3.6826616367827905
5825394 25 86.0 31.0 62.0 3.949721981563485
5825394 26 91.0 14.0 29.0 2.5359185574315135
5825394 27 95.0 14.0 28.0 2.680500682605923
5825394 28 97.0 5.0 10.0 1.165867702867813
5825394 29 99.0 8.0 16.0 2.2851066489856713
5825394 31 99.0 17.0 35.0 3.2297273937328947
5825394 32 97.0 5.0 10.0 0.8809303562222444
5825394 33 95.0 5.0 10.0 1.7332143693354736
5825394 34 91.0 5.0 10.0 1.2199946455284607
5825394 35 86.0 13.0 27.0 2.1648951741671065
5825394 36 80.0 15.0 31.0 2.0553731675399205
5825394 37 74.0 22.0 45.0 2.4544420246802803
5825394 38 66.0 14.0 29.0 1.2804072827027944
5825394 39 58.0 36.0 73.0 3.0847736289609924
5825394 40 49.0 9.0 18.0 0.0
5825394 41 40.0 51.0 103.0 3.6925529142012588
5825394 42 30.0 32.0 64.0 1.2394755064111156
5825394 43 20.0 50.0 101.0 2.5902322226953123
5825394 44 10.0 49.0 98.0 1.9126109254786805
5825394 45 0.0 36.0 72.0 0.13935611696693617
5825394 46 0.0 76.0 153.0 4.0
5825394 47 0.0 67.0 134.0 3.2291415024249703
5825394 48 0.0 54.0 108.0 2.791704763757952
5825394 50 0.0 53.0 106.0 1.8368499802196814
5825394 51 0.0 50.0 100.0 1.7709129300633013
5825394 52 0.0 42.0 85.0 1.207398929746303
5825394 53 0.0 36.0 72.0 0.8286939315787093
5825394 54 0.0 44.0 88.0 1.8042270944171839
5825394 55 0.0 33.0 67.0 1.0169642792822895
5825394 56 0.0 38.0 77.0 1.746978299051377
5825394 57 0.0 18.0 37.0 0.0
5825394 58 0.0 11.0 22.0 0.0
5825394 59 0.0 24.0 48.0 0.9696071328991471
5825395 0 0.0 22.0 44.0 0.9631127291270902
5825395 1 0.0 18.0 37.0 0.634457285787035
5825395 2 0.0 19.0 39.0 0.7318447960561311
5825395 3 0.0 22.0 45.0 1.013026100095157
5825395 4 0.0 16.0 32.0 0.35451070179257876
5825395 5 0.0 7.0 15.0 0.0
5825395 6 0.0 16.0 32.0 0.3529614073374947
5825395 7 0.0 32.0 65.0 2.0072416428477413
5825395 8 0.0 9.0 18.0 0.0
5825395 9 0.0 14.0 29.0 0.22627622643384293
5825395 10 0.0 18.0 37.0 0.6378500557220617
5825395 11 0.0 18.0 37.0 0.4253636127057111
5825395 12 0.0 11.0 23.0 0.0
5825395 13 0.0 24.0 49.0 0.5794660827635616
5825395 14 0.0 34.0 68.0 1.2876547565192176
5825395 15 0.0 40.0 80.0 1.6553524571677536
5825395 16 10.0 45.0 91.0 2.483187998216364
5825395 17 20.0 24.0 49.0 0.6629655268485783
5825395 18 30.0 30.0 60.0 1.4679066195446109
5825395 19 40.0 48.0 97.0 3.6130787019498687
5825395 20 49.0 49.0 98.0 3.8717743114314516
5825395 21 58.0 28.0 57.0 2.264633381674112
5825395 22 66.0 34.0 69.0 3.299889879427374
5825395 23 74.0 26.0 52.0 2.8313543944742365
5825395 24 80.0 8.0 16.0 1.3462608732992687
5825395 25 86.0 5.0 10.0 1.0588659157481581
5825395 26 91.0 17.0 34.0 2.7842563088423296
5825395 27 95.0 5.0 10.0 1.720088739953234
5825395 28 97.0 5.0 10.0 0.17805338101133694
5825395 29 100.0 14.0 28.0 0.9010117859038975
5825395 31 99.0 11.0 23.0 2.618997154485746
5825395 32 97.0 15.0 30.0 2.8990179130144975
5825395 33 95.0 14.0 29.0 2.7095120052102377
5825395 34 91.0 5.0 10.0 0.7607399192566504
5825395 35 86.0 21.0 42.0 2.915773709768035
5825395 36 80.0 5.0 10.0 0.9844527153540314
5825395 37 74.0 5.0 10.0 0.0
5825395 38 66.0 10.0 21.0 0.8979835338841244
5825395 39 58.0 22.0 44.0 1.6400775040271922
5825395 40 49.0 34.0 69.0 2.4300508152220712
5825395 41 40.0 37.0 75.0 2.2984422727425877
5825395 42 30.0 20.0 40.0 0.04381035049386095
5825395 43 20.0 55.0 110.0 3.0489360553035914
5825395 44 10.0 63.0 127.0 3.3579071138503753
